worm names,velc10,velc50,velc90,vel10,vel50,vel90,ampt10,ampt50,ampt90,waveL10,waveL50,waveL90,thicknessOne10,thicknessOne50,thicknessOne90,thicknessTwo10,thicknessTwo50,thicknessTwo90,thicknessMid10,thicknessMid50,thicknessMid90,ecc10,ecc50,ecc90,minRecRatio10,minRecRatio50,minRecRatio90,baekAmp10,baekAmp50,baekAmp90,baekAmpRatio10,baekAmpRatio50,baekAmpRatio90,angChRate10,angChRate50,angChRate90,area10,area50,area90,length10,length50,length90,width10,width50,width90,fatness10,fatness50,fatness90,bodyTrans10,bodyTrans50,bodyTrans90,HTBright10,HTBright50,HTBright90,pathMo2nd
cat-2_e1112_on_food,0.10501,-0.80888,-0.16078,0.10593,-1.1335,-0.16871,0.32603,-0.51055,-1.0507,-0.2454,-1.1687,0.023674,0.39266,-0.96233,-0.59368,2.1776,3.2487,0.97875,0.32029,0.3793,-0.15889,-0.39256,-2.3324,-3.0604,-1.1409,-2.3573,-2.6196,4.7265,3.0661,0.71269,-0.77191,-2.8837,-6.6579,0.90967,0.59825,0.023289,0.014467,1.3651,1.0269,0.45801,1.0115,0.9685,0.28214,0.661,0.12955,0.20781,0.80484,0.13802,-0.30915,1.1137,0.95117,3.2883,1.4588,-0.25741,0.11298
cat-2_e1112_on_food,0.074201,1.2158,0.14064,0.083354,1.2048,0.16087,0.14848,-0.56769,-0.64194,-0.34954,-0.5869,0.0049421,0.34106,0.11184,-0.022795,-0.68575,-0.29356,-0.071461,-0.18867,-0.11705,0.044891,0.32154,0.18202,0.10529,-0.026035,-0.15349,-0.23505,0.39669,0.13957,0.11288,-0.070931,0.45304,0.42742,-0.22339,-0.20862,-0.14652,-0.30802,-0.16928,0.054481,0.14847,0.02392,-0.023902,-0.40326,-0.15972,-0.0041575,-0.27855,-0.089779,-0.05767,-0.21082,-0.45132,-0.71689,0.65157,1.0966,0.57151,0.61717
cat-2_e1112_on_food,0.064327,0.63873,0.14764,0.058031,0.86917,0.19598,1.4569,0.83012,0.60443,0.46049,0.056735,0.67213,0.52466,0.49948,-0.12561,0.11503,0.28405,-0.11022,0.15783,-0.20135,-0.27859,0.22095,0.19385,0.079692,-0.14515,-0.23611,-0.39079,1.332,1.3005,1.3647,0.71205,0.40426,-0.0035287,0,0,0,0.49305,0.2886,0.43641,0.98999,1.1364,1.2353,-0.049406,-0.25359,-0.32168,0.17136,-0.13421,-0.14055,-0.65331,-1.1317,-1.5112,1.7129,2.1976,1.4934,-0.076825
cat-2_e1112_on_food,0.067845,0.56577,0.07951,0.078783,0.75851,0.089869,-0.0019564,-0.30083,-0.13028,-0.14375,0.49626,0.50705,-1.1195,-0.39724,-0.15078,0.080619,-0.12449,-0.21251,-0.15029,-0.14058,-0.033506,0.42271,0.37168,0.23876,0.1655,0.31687,0.18123,0.57101,0.13526,0.39989,0.68541,1.1443,0.52205,0,0,0,-0.27618,-0.22215,-0.023401,0.45054,0.45785,0.4665,-0.38931,-0.20648,-0.089653,-0.41493,-0.23821,-0.13296,-0.50581,-0.85957,-1.1935,0.76218,0.88128,0.62257,0.75055
cat-2_e1112_on_food,0.074924,-0.27887,-0.10595,0.095109,-0.24313,-0.12542,-1.0028,-0.57984,0.79693,0.82865,0.2975,-0.086408,-1.0491,0.47055,0.08262,-0.55917,-0.21312,0.037734,-0.20365,0.27772,0.12544,0.63097,0.44432,0.30088,0.81311,0.81046,0.5889,-0.87386,-0.81891,-0.27758,-0.77191,0.69985,0.61654,0.057425,0.030548,-0.11011,-0.71613,-0.20542,-0.16247,-0.13691,-0.35161,-0.42675,-0.38984,0.15104,0.094797,-0.42903,0.15161,0.0073007,-0.11249,0.024975,0.077424,1.2749,1.4062,1.3402,0.0014738
cat-2_e1112_on_food,-0.0024407,0.83148,0.12195,-0.018222,1.0197,0.13453,0.36224,0.26141,-0.0069865,0.23927,0.77004,0.94653,0.6889,0.54008,0.011217,-1.0269,-0.2796,-0.032536,0.0021743,-0.11956,-0.015657,0.34775,0.40245,0.29392,0.1086,0.40746,0.1525,0.61137,0.9317,1.5069,1.189,0.90036,0.52132,-0.62845,-0.52334,-0.20249,0.47806,0.40372,0.80195,0.89461,1.0288,1.2219,-0.16668,-0.14072,-0.075919,4.40E-05,-0.11016,-0.047192,-0.60414,-1.0637,-1.5112,-1.1575,-0.1219,-0.16533,0.45737
cat-2_e1112_on_food,0.050345,0.33969,0.1186,0.057992,0.51321,0.14359,0.45741,0.24116,-0.1081,0.18659,0.12091,0.47314,0.06345,-0.30203,-0.28682,0.70052,-0.12449,-0.44174,-0.15807,-0.6324,-0.49149,0.30118,0.25393,0.27518,-0.15409,-0.044596,0.20063,0.68266,0.60435,1.1109,-0.77191,0.10379,0.26152,-0.2448,-0.24676,-0.15314,-0.19641,-0.47469,-0.50695,0.50465,0.53246,0.55921,-0.54626,-0.6579,-0.56814,-0.37407,-0.57772,-0.40481,-0.50581,-0.99566,-1.3523,1.4801,1.7046,1.2173,-0.4638
cat-2_e1112_on_food,-0.34263,-2.5115,0.27765,-0.42083,-2.912,0.33152,0.33247,-0.6427,-0.87722,0.58847,-1.0125,0.56167,0.39266,-0.12444,-0.21526,0.78114,-0.21312,-0.35918,-0.24887,-0.632,-0.70891,0.42563,0.37593,0.25359,0.19463,0.47216,0.12526,0.65714,0.16527,0.18228,0.90131,0.53627,0.30442,0,0,0,0.021049,-0.25473,-0.49496,0.69814,0.7331,0.72112,-0.51716,-0.65518,-0.76791,-0.35848,-0.56968,-0.54833,-0.16166,-0.51936,-0.79632,-1.8591,-1.9278,0.040709,0.21217
cat-2_e1112_on_food,0.052549,1.3792,0.15528,0.050548,1.4118,0.18623,0.5426,0.15136,-0.27093,0.12505,-0.37238,0.50876,0.87304,0.15064,-0.27979,1.0535,0.13957,-0.33259,-0.077033,-0.3149,-0.41984,-0.062571,0.24821,0.13862,-0.57898,-0.055964,-0.27282,0.91947,0.96312,1.3101,0.08725,0.28036,0.241,0.35253,0.16786,-0.073988,0.22835,0.015279,0.11055,0.62547,0.7078,0.71491,-0.34306,-0.38131,-0.4325,-0.26571,-0.42066,-0.33041,-0.35832,-0.5874,-0.79632,0.25055,0.37727,0.37691,-0.10985
cat-2_e1112_on_food,0.10127,-0.087248,-0.012283,0.11949,0.0040827,-0.012415,0.82166,1.1468,0.70442,0.17362,1.2022,0.81831,1.1553,0.06765,-0.28682,-0.66539,-0.88713,-0.30592,0.11396,-0.27877,-0.45967,0.39264,0.44885,0.23153,-0.082185,0.62641,-0.048358,0.7477,1.1527,0.85182,0.76714,0.74685,0.38761,-0.89917,-0.74293,-0.24092,0.31368,0.0809,-0.19522,0.81976,0.95682,1.0595,-0.084892,-0.33759,-0.49522,0.03001,-0.28633,-0.38034,-0.45665,-0.85957,-1.2729,0.90695,0.8067,0.51027,-0.15587
cat-2_e1112_on_food,0.029072,-0.36896,-0.079806,0.036088,-0.30983,-0.092879,-0.40609,-0.16269,0.02526,-0.28632,0.74682,0.30825,0.69484,-0.48539,-0.29033,0.064598,-0.21312,-0.2154,-0.13667,-0.49658,-0.56889,0.5428,0.44924,0.4563,0.6028,0.63513,1.1251,-0.69718,-0.38398,0.066565,0.82781,0.56344,0.25212,0.70368,0.4281,-0.034347,-0.37058,-0.52382,-0.69587,0.2088,0.10329,0.018962,-0.38244,-0.53963,-0.60399,-0.38197,-0.47132,-0.42138,-0.11249,-0.45132,-0.39916,-0.35319,1.1338,0.49753,0.52019
cat-2_e1112_on_food,0.08662,-0.35419,-0.05184,0.10484,-0.28768,-0.062052,-0.032586,0.4739,0.95346,0.19048,0.88396,0.56242,0.83701,0.58639,0.1127,-0.63787,-0.83695,-0.415,0.38931,0.3132,0.0064334,0.54774,0.39777,0.29424,0.50175,0.3972,0.36897,-0.060432,0.62373,1.4481,1.2287,1.1591,0.555,-0.04424,-0.092894,-0.12333,0.23338,0.30079,0.17371,0.57876,0.59626,0.65377,0.2606,0.16627,-0.042705,0.30949,0.19635,-0.053225,-0.25999,-0.31524,-0.55803,1.1223,2.1526,1.5661,0.78825
cat-2_e1112_on_food,0.1008,-0.37726,-0.11303,0.10912,-0.41588,-0.1158,0.87621,1.125,0.04744,-0.24173,-0.54279,-0.028864,0.53642,0.22922,-0.09326,0.78452,0.1899,-0.31574,0.069208,-0.1744,-0.31126,-0.79188,-0.45083,-0.068114,-0.98143,-1.3343,-0.74316,1.6959,1.927,1.6309,-0.77191,-1.6997,-0.3433,-0.69083,-0.58583,-0.21291,0.15444,0.0090879,-0.03409,0.27302,0.22336,0.15632,-0.10411,-0.22664,-0.34541,0.060741,-0.14572,-0.22567,-0.65331,-1.1317,-1.6701,1.6216,1.7638,1.2864,-0.20376
cat-2_e1112_on_food,0.067384,2.1612,0.25485,0.071608,1.9506,0.27959,-0.16903,-0.77511,-0.83505,-0.0028035,-0.55114,0.39849,0.4876,0.06765,-0.15078,1.0688,-0.065129,-0.42195,-0.096215,-0.49743,-0.60551,0.48747,0.3709,0.28701,0.3347,0.37807,0.29202,0.25938,-0.012995,-0.014068,0.87634,0.63563,0.38419,0,0,0,-0.20652,-0.48677,-0.64893,0.40213,0.33214,0.25061,-0.31038,-0.52202,-0.62745,-0.19502,-0.44808,-0.44624,-0.55498,-0.99566,-1.4318,2.3163,2.3518,1.4299,0.36798
cat-2_e1112_on_food,0.038459,1.1254,0.2439,0.030788,1.3148,0.28423,0.47041,-0.15075,-0.63339,0.32795,-1.2088,0.50162,-0.29985,0.20914,-0.18231,0.95078,0.22292,-0.29074,-0.033693,-0.36519,-0.43205,-0.80316,0.092628,0.10243,-1.0932,-0.44052,-0.31534,1.1511,1.8272,3.1673,-0.77191,0.71574,0.68884,0,0,0,0.20858,-0.017009,-0.051691,0.66377,0.71015,0.71529,-0.31001,-0.37892,-0.48898,-0.091787,-0.3205,-0.32225,-0.35832,-0.17915,-0.39916,0.19145,0.28166,0.53577,-0.058225
cat-2_e1112_on_food,0.081142,-0.26334,0.020631,0.10198,-0.29506,0.037799,-0.056461,-0.18024,0.084801,-0.1801,-0.33208,0.75151,-0.70532,-0.97231,-0.35165,0.95078,0.43429,-0.082539,-0.20989,-0.61082,-0.68043,0.21866,0.35657,0.34435,-0.43875,0.19914,0.78485,0.50093,0.70712,1.3641,-0.77191,1.2142,0.55203,0,0,0,0.057408,-0.16474,-0.36767,0.69597,0.80016,0.8857,-0.52459,-0.62447,-0.71847,-0.33689,-0.52761,-0.50249,-0.55498,-0.99566,-1.5112,1.9261,1.7916,1.0366,-0.16086
cat-2_e1112_on_food,0.071804,1.0504,0.16295,0.078538,1.1585,0.18098,0.24179,-0.67753,-0.70877,-0.055458,-0.90193,-0.055347,0.38714,0.20914,-0.29397,0.46512,-0.22172,-0.49494,-0.3934,-0.74241,-0.76667,0.29485,0.28658,0.081799,-0.13459,0.13065,-0.35726,0.48689,-0.1125,-0.051666,-0.0062164,-0.1601,-0.098222,0,0,0,-0.44102,-0.67433,-0.82007,0.22918,0.13055,0.10299,-0.75767,-0.76945,-0.77333,-0.51152,-0.62785,-0.55274,-0.50581,-0.92762,-1.3523,0.63413,0.71525,0.36603,0.42719
cat-2_e1112_on_food,0.027937,-0.18348,-0.028936,0.026257,-0.12101,-0.022616,0.14627,0.65269,1.0403,0.71137,0.65234,0.74953,0.79709,0.42123,0.085353,1.355,0.6077,0.11951,1.0065,0.49307,-0.033506,0.32956,0.35839,0.28955,0.046849,0.27998,0.35914,0.12522,0.32409,0.04421,-0.37334,-0.16656,-0.26867,0.23349,0.11234,-0.08765,0.92938,0.62222,0.32856,0.66861,0.71293,0.7527,0.98616,0.39683,-0.051293,1.0596,0.43958,-0.040368,-0.50581,-0.92762,-1.3523,1.5011,1.1195,0.52019,-0.61068
cat-2_e1112_on_food,0.004665,3.1252,0.33619,-0.0071388,2.9407,0.39873,0.35444,-0.44479,-0.74781,0.020731,-1.099,0.29921,0.79709,0.50735,-0.13189,1.1274,0.55415,-0.21251,-0.15029,-0.56796,-0.5725,0.35409,0.26997,0.20213,-0.011057,0.07474,-0.062378,0.6975,0.36514,0.38606,0.85833,0.68444,0.3403,0,0,0,-0.16719,-0.43406,-0.44728,0.4992,0.502,0.4781,-0.40845,-0.57213,-0.60174,-0.2673,-0.51068,-0.37805,-0.40748,-0.79153,-1.1935,2.7803,2.6586,1.5173,-0.012495
cat-2_e1112_on_food,0.07085,0.35868,0.072024,0.088321,0.47369,0.065,-0.88269,-0.46516,0.047311,-0.19442,1.0699,0.79872,0.39266,0.30487,-0.17851,0.27302,0.068804,-0.2154,-0.077961,-0.30712,-0.15889,0.47092,0.53528,0.4888,0.35331,1.0389,1.5081,-0.58792,-0.39326,0.1663,-0.30406,0.87317,0.34291,-0.41475,-0.39428,-0.17949,-0.060129,-0.049971,0.091676,0.49834,0.50392,0.4828,-0.34537,-0.31075,-0.21545,-0.30695,-0.20228,-0.15722,-0.16166,-0.38328,-0.39916,1.4947,1.8742,1.3268,0.244
cat-2_e1112_on_food,-0.2288,-1.2974,0.14857,-0.27585,-1.5684,0.16826,0.052716,-0.59236,-0.48541,0.25619,-0.061925,0.54401,-0.026404,0.2931,-0.075095,0.95078,0.43429,-0.062462,-0.077106,-0.39762,-0.43578,0.48154,0.43205,0.29949,0.27821,0.59598,0.36186,0.28246,-0.037767,-0.034893,0.61052,0.51894,0.25958,0.52123,0.33248,-0.05143,0.0070176,-0.24718,-0.38773,0.42159,0.39032,0.37751,-0.33902,-0.4588,-0.48997,-0.09887,-0.34608,-0.39183,-0.45665,-0.72349,-0.87575,-1.8125,-1.3776,0.00038584,-0.13241
goa-1_sa734_on_food,-0.0532,0.68674,0.17066,-0.065042,0.84036,0.19266,-0.75354,-1.3526,-0.85406,-0.20925,-0.18221,-0.22396,-1.3036,-0.22686,-0.32451,-0.56808,0.028331,-0.20695,0.23866,0.19668,-0.032664,0.6053,0.36135,0.16696,1.0032,0.5762,0.074644,-0.45603,-1.0504,-1.0193,0.81573,0.49838,0.37236,1.684,1.2272,0.13127,-0.29716,-0.16044,-0.35763,-0.17924,-0.3781,-0.50644,0.17301,0.1545,-0.092486,-0.136,0.014189,-0.20786,0.37916,0.77344,0.87174,1.2728,0.87072,0.34881,0.87048
goa-1_sa734_on_food,-0.08997,2.6855,0.35532,-0.11786,2.3392,0.40076,-0.90706,-1.4852,-0.83913,-0.21821,-0.35068,-0.014986,1.1138,0.58712,-0.10725,0.44073,0.38846,0.012986,1.0971,0.66755,0.27825,0.52944,0.31745,0.012745,0.74823,0.38534,-0.25388,-0.42688,-1.0544,-1.2427,1.3625,0.84453,0.42862,0.64792,0.43101,-0.0225,0.67357,0.45776,0.34964,-0.11315,-0.3055,-0.45685,1.1696,0.60494,0.2463,1.1278,0.58124,0.14943,-0.70247,-1.0637,-1.0346,0.77545,1.5422,1.413,0.4376
goa-1_sa734_on_food,-0.33584,2.5424,0.39482,-0.41469,2.4686,0.48188,-0.44411,-1.2566,-1.3823,-0.0035182,-0.9466,0.12343,1.1445,1.5271,0.37432,1.8402,1.4654,0.46897,1.9202,1.5304,0.80983,0.24373,0.16557,-0.1397,-0.037876,-0.012407,-0.43849,-0.14243,-0.59797,-0.71174,1.1749,0.69208,0.48706,1.4942,1.1224,0.081798,1.5759,1.3508,1.1325,0.01875,-0.11662,-0.24453,2.2527,1.401,0.75791,2.2808,1.4092,0.52175,-0.063325,-0.11111,0.23629,0.52964,0.30277,0.34678,1.2671
goa-1_sa734_on_food,0.23176,-0.59033,-0.32371,0.29283,-0.64185,-0.3933,-0.76998,-1.0926,-0.16993,-0.36755,0.14896,-0.10325,-1.431,-0.55343,-0.14118,-1.4706,-0.99801,-0.1143,0.38888,0.076218,-0.17363,0.61469,0.37379,0.18436,0.99828,0.51323,0.12935,-0.59515,-1.0804,-1.1016,1.9699,0.75376,0.39577,0.28869,0.15883,-0.080326,0.0058499,-0.14016,-0.31962,-0.11792,-0.30779,-0.42672,0.28455,0.033852,-0.20299,0.23621,0.0015859,-0.22971,0.62499,0.77344,0.87174,1.2688,0.71525,0.021631,0.75867
goa-1_sa734_on_food,-0.12969,2.9578,0.17841,-0.24154,2.7347,0.23183,-0.083743,-1.1989,-1.567,-0.14583,-1.3613,-0.26785,1.8464,1.2819,-0.043059,1.4634,1.0419,0.19556,0.75753,0.31146,-0.089214,0.035576,0.15745,-0.010097,-0.50115,-0.11264,-0.44725,0.1653,-0.23752,-0.071269,0.97701,0.41613,0.27061,-1.0664,-0.86771,-0.26122,0.80929,0.55498,0.31152,0.0013722,-0.13102,-0.26058,0.74366,0.26455,-0.099536,0.67634,0.1851,-0.13367,0.28083,0.16106,0.23629,2.2652,1.3554,0.44134,-0.045181
goa-1_sa734_on_food,-0.19397,2.261,0.2611,-0.32535,2.1381,0.3247,-0.41081,-1.1665,-1.479,-0.35553,-1.6408,-0.33512,0.1655,-0.023513,-0.33493,0.46777,-0.14773,-0.26691,0.66607,0.25213,0.0082696,0.16764,0.12825,0.055141,-0.15127,-0.22625,-0.27757,0.23242,-0.065755,-0.1647,2.5156,0.844,0.43946,0,0,0,0.35817,0.10151,0.0053487,0.0033066,-0.1954,-0.35732,0.58339,0.18743,-0.063138,0.60159,0.13809,-0.10927,0.084171,0.50127,1.0306,0.9778,2.0972,1.8258,0.94745
goa-1_sa734_on_food,0.083509,-0.1802,-0.10023,0.10009,-0.18051,-0.12402,-0.038269,0.14231,0.36035,-0.18901,0.47275,-0.046398,-0.59302,-0.63315,-0.25116,-0.75725,-0.6593,-0.48222,-0.20978,-0.22524,-0.23769,0.63913,0.38195,0.081534,0.98451,0.40838,-0.33397,0.05373,-0.45938,-0.37905,1.0163,0.60289,0.36471,0.59476,0.39509,-0.03905,-0.33053,-0.18839,-0.17778,0.12187,0.010875,-0.043123,-0.44082,-0.27791,-0.27065,-0.70427,-0.34707,-0.27949,-0.65331,-0.79153,-0.79632,0.91891,2.0479,2.5481,0.1363
goa-1_sa734_on_food,-0.11432,1.5464,0.14272,-0.15575,1.4021,0.18544,-0.79251,-1.4787,-1.2764,-0.30751,-0.75543,-0.19812,1.2886,0.86909,-0.0031993,1.4634,0.6637,0.049162,0.82824,0.38075,0.023293,0.26878,0.29111,0.06009,-0.075908,0.25198,-0.21783,-0.36283,-0.84435,-0.76283,0.8814,0.44705,0.32169,-0.98718,-0.80858,-0.24698,0.69475,0.44116,0.30183,-0.19543,-0.41033,-0.56135,0.83513,0.33965,-0.01366,0.78007,0.30694,-0.032483,0.57582,0.56931,0.55401,2.1903,1.2806,0.32318,0.053078
goa-1_sa734_on_food,-0.051577,0.40531,0.14448,-0.074002,0.49819,0.17384,-0.73287,-1.2922,-0.97321,-0.52697,-0.40231,-0.49033,0.29265,0.091579,-0.058516,0.48944,0.064901,-0.29508,0.73237,0.29014,-0.044735,0.3157,0.21689,0.00473,0.069454,0.047679,-0.31421,-0.39449,-0.67534,-0.50071,-0.77191,0.71163,0.55186,0.5174,0.29146,-0.056779,-0.081463,-0.32405,-0.48254,-0.35421,-0.63639,-0.85227,0.71015,0.22488,-0.094579,0.66687,0.22411,-0.10245,0.42833,0.43323,0.39515,1.2863,0.66509,0.14838,-0.099643
goa-1_sa734_on_food,-0.65599,2.1621,0.5756,-0.78783,2.5675,0.73509,0.52321,-0.5672,-1.0836,-0.58786,-1.5428,-0.59522,-1.2523,-0.77444,-0.39973,-1.5347,-1.8314,-0.60338,-0.06773,-0.28972,-0.35048,-0.31811,0.0083131,-0.16917,-0.85315,-0.52829,-0.85536,0.83252,0.56441,0.34934,1.3677,0.48808,0.17989,1.0358,0.67109,0.016226,-0.20041,-0.33571,-0.32006,-0.037719,-0.18889,-0.27304,-0.23454,-0.26292,-0.37523,-0.34912,-0.40324,-0.3709,0.28083,0.43323,1.0306,-1.0175,-0.43388,-0.12218,8.7091
goa-1_sa734_on_food,-0.08441,0.90043,0.13184,-0.13214,1.0093,0.1609,-0.57813,-0.9774,-0.78976,-0.44491,-0.6796,-0.20376,0.095369,-0.17604,-0.28399,0.27584,-0.11772,-0.27896,0.054413,-0.04634,-0.18654,0.2686,0.29935,0.18726,0.015318,0.28397,0.052074,-0.43161,-0.70718,-0.76691,1.4516,0.76414,0.41933,0,0,0,-0.28684,-0.16941,-0.23051,-0.15456,-0.35918,-0.50946,-0.14923,-0.10432,-0.20588,-0.33161,-0.12489,-0.19747,0.1825,0.2291,0.077424,1.6715,1.3654,0.71257,0.35476
goa-1_sa734_on_food,-0.044525,0.43761,0.040011,-0.080015,0.62794,0.088666,0.87125,1.3404,0.61222,0.34783,0.79365,1.0707,-0.88265,-0.31005,-0.17026,-0.24096,-0.039165,-0.24023,0.13828,0.11548,0.012261,-0.13066,0.14659,0.32015,-0.63372,-0.39151,0.27411,0.82215,1.7075,1.8161,-0.254,0.18227,0.35359,-0.77597,-0.61342,-0.21813,0.81114,1.139,1.2211,1.0057,1.2088,1.3393,0.0018139,0.069396,0.0013953,-0.13271,0.098833,-0.014947,-0.45665,-0.45132,-0.4786,-0.25987,0.36418,0.75123,-0.22523
goa-1_sa734_on_food,-0.066654,1.3507,0.12772,-0.10633,1.2703,0.16346,-0.84316,-1.2499,-1.1488,-0.6753,-1.0268,-0.34417,-0.11092,-0.32679,-0.35634,0.36586,0.064901,-0.36432,-0.11685,-0.27416,-0.41177,0.1626,0.26134,0.17946,-0.22789,0.11917,0.077798,-0.36439,-0.62104,-0.65345,0.98969,0.64221,0.39776,2.8722,2.126,0.26879,-0.68867,-0.63486,-0.77132,-0.27681,-0.53767,-0.71832,-0.3113,-0.32846,-0.41201,-0.43005,-0.26505,-0.3223,0.37916,0.50127,0.47458,2.0377,1.4544,0.63284,0.52259
goa-1_sa734_on_food,0.092758,-0.16356,-0.13714,0.11777,-0.14237,-0.15998,0.17418,0.13407,-0.095239,-0.18349,-0.012446,-0.024686,0.83945,0.076231,-0.25641,0.25219,-0.008301,-0.33715,-0.37378,-0.73257,-0.48028,0.24358,0.27994,0.32397,0.12502,0.037383,0.3128,0.26167,0.080345,-0.26168,-0.39249,-0.085994,0.2402,-0.70035,-0.59156,-0.21404,-0.1481,-0.42168,-0.059883,0.13532,0.022009,-0.057161,-0.68842,-0.74185,-0.49096,-0.75943,-0.84453,-0.41584,-0.01416,-0.17915,-0.31973,2.6117,2.8252,1.9708,-0.53543
goa-1_sa734_on_food,-0.058419,1.5629,0.17932,-0.075548,1.4641,0.20627,-0.26967,-1.0334,-0.86944,-0.19711,-0.84028,0.064248,-0.45378,-0.72594,-0.48656,-0.28354,-0.67654,-0.60222,-0.35041,-0.76094,-0.47113,0.48348,0.39807,0.23047,0.56426,0.53162,0.052912,0.1514,-0.38083,-0.57935,2.0504,0.89621,0.49215,-0.23575,-0.23859,-0.15703,-0.26909,-0.53304,-0.26459,0.19439,0.09906,0.015586,-0.62554,-0.75871,-0.51142,-0.68893,-0.8072,-0.41317,0.084171,-0.11111,-0.2403,2.5715,1.959,0.90176,0.90041
unc-103_e1597_on_food,0.040773,-0.84009,-0.11249,0.053845,-0.82915,-0.12829,-1.6532,-0.18328,2.3437,3.3364,1.2258,0.69992,-1.827,-2.2045,-0.42202,-1.4134,-0.44796,-0.46418,0.22072,0.13371,-0.25943,0.82716,0.72708,0.6133,1.9693,3.2396,2.4139,-1.6216,-2.5988,-2.2628,-0.77191,-2.2618,-1.209,1.2142,0.87916,0.065124,-0.41138,-0.49086,-0.76342,-0.059785,-0.092196,-0.11017,0.10453,0.044204,-0.28976,-0.40031,-0.45485,-0.48783,1.2641,1.5899,1.666,0.59926,-0.59398,-0.80099,-0.92488
unc-103_e1597_on_food,0.11392,-0.59033,-0.18469,0.11518,-0.64185,-0.19373,-3.0966,2.7511,5.2357,-1.3554,1.2975,0.7783,0.67131,0.42303,-0.086785,1.2095,0.3541,-0.079439,2.2658,1.6443,0.68535,0.9925,0.68903,0.45047,6.8897,4.2381,2.4905,-2.8582,-3.8327,-4.0315,4.9868,1.8975,0.91275,2.29,1.6744,0.19191,0.79765,0.49939,0.16707,0.082329,0.017261,-0.13262,2.5216,1.456,0.65906,1.4608,0.7047,0.09935,-0.01416,-0.24719,-0.63746,-1.0746,-1.5435,-1.3993,0
unc-103_e1597_on_food,0.04025,-0.40749,-0.10806,0.064788,-0.36762,-0.1345,-1.3654,-1.882,0.65119,1.671,0.83274,0.73732,0.66281,-0.63506,-0.23546,-0.035132,-0.99048,-0.38178,0.83119,0.53443,-0.034552,0.97506,0.65505,0.45009,4.3326,2.9925,1.808,-1.0096,-2.0787,-3.1468,3.6602,1.2947,0.14378,-0.13893,-0.19451,-0.14213,-0.011065,-0.23369,-0.55286,0.043559,-0.02658,-0.16952,0.79214,0.36767,-0.087974,0.33134,-0.097703,-0.30475,1.0675,1.1817,1.1895,1.5448,0.15555,-0.99445,0
unc-103_e1597_on_food,0.053337,-0.3385,-0.1228,0.084847,-0.453,-0.15498,-1.8511,0.24076,3.741,1.9912,0.90337,0.070829,-0.27183,-1.5097,-0.81775,0.91596,0.64856,-0.13046,0.87335,0.35183,-0.16158,0.9703,0.65803,0.43486,4.362,3.2405,2.1812,-1.9504,-2.9758,-3.7561,-0.77191,-2.2796,-7.7143,-0.94414,-0.7842,-0.24628,-0.23237,-0.49613,-0.78058,-0.18484,-0.283,-0.49674,0.80493,0.2357,-0.17345,0.15425,-0.23231,-0.39157,0.77248,0.84148,0.71287,0.4358,-0.96061,-1.6143,0
unc-103_e1597_on_food,0.063172,-0.59033,-0.13387,0.078583,-0.83248,-0.15399,-1.6018,-0.028369,1.0787,5.6719,1.4998,0.64259,-1.7967,-2.2161,-0.62099,0.90221,-0.0076289,-0.32294,0.6804,0.203,-0.20003,0.91226,0.7205,0.60159,2.7577,3.5692,3.4138,-1.6772,-1.9209,-2.1364,-0.77191,-0.92976,0.97197,-0.80257,-0.67026,-0.22761,0.16859,-0.10857,-0.41693,0.2248,0.19201,0.11878,0.67217,0.15345,-0.27159,0.29514,-0.13722,-0.34652,0.33,0.2291,-0.0020073,4.8458,4.8386,2.8685,0
unc-103_e1597_on_food,0.067149,-0.59033,-0.13605,0.096782,-0.44999,-0.16805,-1.6153,0.76646,3.4653,1.6449,0.96494,0.36214,0.67131,-0.16864,-0.21177,1.4208,0.55974,-0.23281,-0.15443,-0.62925,-0.6926,0.87993,0.70401,0.66181,2.2523,2.7499,3.9403,-1.9758,-2.3033,-2.3298,-0.77191,-1.4764,0.16239,0.80944,0.5653,-0.0068134,-0.6554,-0.92916,-1.1485,-0.040071,-0.16556,-0.22411,-0.3942,-0.59984,-0.69897,-0.6187,-0.75115,-0.60917,-0.40748,-0.85957,-1.2729,-0.34226,-0.73916,-0.91316,-0.88189
unc-103_e1597_on_food,0.031788,-0.59033,-0.098529,0.056127,-0.64185,-0.12514,-2.0979,-0.74461,4.238,1.0845,1.4187,0.73499,-0.31982,-1.419,-0.44581,-0.035132,-0.73618,-0.5317,-0.17083,-0.53096,-0.69849,1.0146,0.7809,0.72963,4.1235,3.8083,5.5901,-2.3358,-2.7273,-3.1172,-0.77191,-1.7184,-0.69294,-0.99263,-0.81321,-0.23927,-0.65121,-0.93375,-1.16,0.11536,0.066754,-0.0055887,-0.37278,-0.58298,-0.70482,-0.79708,-0.89163,-0.69948,0.82165,1.1817,1.4278,0.7253,-0.11258,-0.72621,0
