worm names,velc10,velc50,velc90,vel10,vel50,vel90,ampt10,ampt50,ampt90,waveL10,waveL50,waveL90,thicknessOne10,thicknessOne50,thicknessOne90,thicknessTwo10,thicknessTwo50,thicknessTwo90,thicknessMid10,thicknessMid50,thicknessMid90,ecc10,ecc50,ecc90,minRecRatio10,minRecRatio50,minRecRatio90,baekAmp10,baekAmp50,baekAmp90,baekAmpRatio10,baekAmpRatio50,baekAmpRatio90,angChRate10,angChRate50,angChRate90,area10,area50,area90,length10,length50,length90,width10,width50,width90,fatness10,fatness50,fatness90,bodyTrans10,bodyTrans50,bodyTrans90,HTBright10,HTBright50,HTBright90,pathMo2nd
N2_on_food,0.011626,1.0006,0.10175,0.018354,1.0863,0.11438,0.50449,0.17428,0.17516,0.62217,0.31408,0.97228,0.06345,-0.30203,-0.30684,0.36796,-0.065129,-0.30592,-0.12704,-0.49743,-0.35076,0.24853,0.39717,0.21715,-0.24741,0.48002,-0.015996,0.70824,0.51917,1.2068,-0.019392,0.42745,0.3531,-1.1373,-0.92485,-0.2672,0.37435,0.15117,0.17002,0.94026,1.1067,1.1555,-0.31469,-0.45372,-0.40948,-0.046718,-0.27376,-0.25503,-0.50581,-0.92762,-1.2729,0.44981,0.52091,0.31907,0.093377
N2_on_food,0.061408,1.5303,0.094989,0.063727,1.4095,0.093662,0.72836,0.36543,0.13083,0.69883,0.02349,0.98018,1.3356,0.84203,-0.087621,1.4011,0.83138,-0.092125,0.26045,0.20323,-0.18464,0.21655,0.34338,0.2029,-0.2533,0.28792,-0.049002,0.99604,0.77006,1.0686,0.017072,0.57999,0.35057,0,0,0,0.56675,0.76953,0.51221,1.0363,1.2129,1.2796,0.13932,0.11933,-0.18331,0.25387,0.2759,-0.10637,-0.30915,-0.51936,-0.79632,0.76799,0.49315,-0.036085,0.11086
N2_on_food,0.035361,0.77005,0.054918,0.052149,0.85923,0.050279,-0.1076,0.20448,0.5639,0.56524,0.9754,1.0093,0.4876,0.42123,-0.15078,1.1274,0.55415,-0.21251,0.032517,-0.38681,-0.53984,0.47424,0.49425,0.39261,0.14744,0.80735,0.66142,0.081476,0.052714,0.65266,-0.31059,0.50411,0.3081,0.71042,0.46869,-0.028581,0.23953,-0.036586,-0.24254,0.75983,0.82461,0.86045,-0.22271,-0.42808,-0.5938,0.020102,-0.28653,-0.40654,-0.30915,-0.65545,-0.87575,0.5442,0.30457,0.059023,-0.28945
N2_on_food,0.0065519,-0.59033,-0.066961,0.00059961,-0.80786,-0.07556,0.47182,0.73578,0.46835,0.523,0.96582,0.69652,-0.021469,-0.12444,-0.19683,-0.0075264,0.39152,-0.07795,0.0015552,-0.16209,-0.15889,0.39889,0.37349,0.38104,0.18405,0.36988,0.66234,0.26759,0.26813,0.47942,0.097948,0.27063,0.17681,0.69347,0.49476,-0.022482,0.21412,0.078676,0.27651,0.61154,0.66285,0.69304,-0.23407,-0.2623,-0.23147,-0.031112,-0.17781,-0.13025,-0.063325,-0.31524,-0.55803,-1.4125,-0.9153,-0.30352,-0.046163
N2_on_food,0.070492,-0.16855,-0.094515,0.082251,-0.1674,-0.1155,-0.24502,0.88991,1.6959,0.22188,1.1807,0.72411,-0.15303,-0.089755,-0.09326,1.6898,0.57935,-0.18415,0.023174,-0.15713,-0.32129,0.78581,0.52958,0.39342,1.515,1.0772,0.735,-0.35162,-0.56787,-0.23368,1.6307,1.2319,0.61279,0.42221,0.22136,-0.071298,0.26214,0.30214,0.19273,0.55533,0.56724,0.57209,-0.17271,-0.20682,-0.33506,-0.068524,-0.11334,-0.25266,-0.21082,-0.45132,-0.79632,0.47619,0.17448,-0.021848,-0.22939
N2_on_food,0.033549,0.57643,0.0078644,0.046747,0.70148,-0.012508,0.40485,0.48269,0.37249,0.46053,1.1175,1.2298,0.096597,-0.23046,-0.2629,1.6208,0.83138,-0.092125,0.022583,0.014617,-0.10044,0.5396,0.41454,0.34263,0.45089,0.41947,0.43678,0.53107,0.79006,1.3904,0.78898,0.85574,0.50192,-0.21174,-0.24525,-0.15402,0.4012,0.61661,0.64303,1.0668,1.2601,1.3741,-0.129,-0.061435,-0.147,-0.02615,0.10042,-0.054834,-0.25999,-0.45132,-0.63746,0.40204,0.46649,0.25533,0.11229
cat-2_e1112_on_food,-0.0033591,0.33412,0.12317,-0.0040646,0.63735,0.13207,-0.80519,-0.90306,-0.1677,-0.75255,0.50012,0.11414,-1.0817,-0.58505,0.31064,-1.3764,-1.4947,0.18039,0.11399,0.97288,0.69852,0.61644,0.33304,0.12179,0.92452,0.43929,0.29677,-0.48898,-0.6565,-0.63314,2.9505,1.3488,0.75381,0,0,0,-0.11533,0.52262,0.65224,-0.015722,-0.098004,-0.065985,-0.025826,0.77854,0.63746,0.078848,0.78092,0.35292,0.47749,1.1137,1.5866,-0.00258,-0.36714,-0.65977,0.87111
cat-2_e1112_on_food,-0.14898,-0.81725,0.027476,-0.18569,-1.1524,0.034131,-1.351,-0.89852,0.4981,-0.47656,0.47208,0.13591,-0.70532,0.54008,0.69545,-1.0269,-0.45666,0.2983,0.21865,1.0691,1.6258,0.48367,0.33648,0.088884,0.35517,0.45477,0.14584,-1.2558,-1.061,-0.79061,1.8216,1.2146,0.66971,0.49507,0.51136,-0.015047,0.038786,0.74094,1.127,-0.17608,-0.32176,0.50715,0.23577,0.98716,1.4258,0.55709,1.227,0.73599,0.084171,0.29714,0.87174,-1.6238,-0.98992,-0.35229,0.82687
cat-2_e1112_on_food,0.011626,0.084626,0.070555,0.014422,0.10292,0.075787,-0.70414,-0.53563,0.70442,-0.3932,0.52813,0.28482,-0.31592,-0.39724,-0.11314,-0.95965,-0.12449,-0.13975,-0.15029,0.0064226,-0.043975,0.58296,0.47371,0.31207,0.68472,0.92691,0.63285,-0.61656,-0.49007,-0.4462,2.2928,1.046,0.52128,0,0,0,-0.51718,-0.17933,-0.16126,0.18624,0.073384,0.071591,-0.48633,-0.046222,-0.13597,-0.40401,0.016839,-0.097147,-0.40748,-0.5874,-0.71689,0.30867,0.54985,0.19159,0.53934
cat-2_e1112_on_food,0.086724,0.61187,0.058531,0.093182,0.80279,0.074013,-0.39338,-0.64926,-0.49111,-0.44344,-0.10736,-0.088205,0.24557,0.15064,-0.028453,0.12594,0.33861,0.22428,-0.17259,-0.15138,-0.038884,0.17525,0.26221,0.17852,-0.37195,0.03954,0.19423,-0.33886,-0.18078,0.22401,0.28734,0.86187,0.53011,0.36166,0.25565,-0.064301,-0.33864,-0.15756,0.067043,-0.010133,-0.19065,-0.31245,-0.36091,-0.17396,-0.093213,-0.2561,-0.042715,-0.023423,-0.45665,-0.79153,-1.0346,0.31329,0.78284,0.72904,0.1906
cat-2_e1112_on_food,-0.10792,-0.81725,-0.026741,-0.1417,-0.81202,-0.024126,0.58559,0.18812,0.012179,-0.35842,0.037558,0.18272,-0.70532,-1.6987,-0.35165,-1.3493,-0.2796,0.065268,-0.35452,-0.50296,-0.53823,0.52707,0.33952,0.17512,0.32665,-0.086946,-0.27968,0.82754,0.84993,0.46333,-0.42156,0.47223,0.083265,0.03706,-0.032372,-0.11544,-0.26794,-0.23326,-0.18109,0.43382,0.42011,0.42759,-0.66642,-0.57044,-0.58609,-0.48865,-0.39415,-0.31691,-0.40748,-0.72349,-0.95518,-3.519,-3.1715,-1.1401,-0.023246
cat-2_e1112_on_food,0.069325,0.92943,0.21989,0.057036,1.0913,0.27795,0.68176,-0.27858,-0.71114,-0.18239,-1.0896,-0.2532,0.53642,0.15064,-0.028453,0.61501,0.1899,-0.1521,-0.3701,-0.3149,0.11202,-0.025018,-0.15164,-0.059685,-0.50824,-0.60436,-0.68578,1.1398,0.40057,0.30056,0.112,0.030445,0.078082,-1.2108,-0.97864,-0.28255,-0.21088,0.0018649,0.41859,0.31933,0.26007,0.18699,-0.58557,-0.31342,0.093937,-0.51439,-0.19364,-0.0088,-0.55498,-0.92762,-1.3523,0.35597,0.64458,0.88452,0.36006
cat-2_e1112_on_food,-0.11604,-0.8203,0.032196,-0.15038,-0.98677,0.045695,0.10936,0.0046669,-0.12775,-0.17274,0.45718,0.60854,-1.0526,-0.97231,-0.35165,-0.65046,-0.22172,-0.20231,-0.20989,-0.604,-0.43205,0.37138,0.38961,0.35189,-0.059272,0.22448,0.43102,0.14206,0.52777,0.83869,0.40983,0.73269,0.50319,-0.23874,-0.24182,-0.15262,-0.061996,-0.26752,-0.063227,0.53253,0.54868,0.58255,-0.41723,-0.55787,-0.48137,-0.34177,-0.48044,-0.25212,-0.60414,-0.99566,-1.4318,-2.1433,-0.61194,1.0322,0.042863
cat-2_e1112_on_food,-0.0037591,0.99779,0.18653,0.010434,1.0215,0.20606,-0.20293,-0.60841,-0.4113,-0.065177,0.54582,0.48537,-0.021469,-0.12444,-0.17851,-1.0232,-0.21312,-0.07795,-0.31759,-0.59776,-0.21442,0.54292,0.45577,0.31477,0.44225,0.7587,0.47738,0.3774,0.1172,0.38248,1.7271,1.4348,0.77644,-0.48501,-0.43273,-0.18902,-0.22248,-0.42198,0.0304,0.48733,0.47752,0.43867,-0.67041,-0.56474,-0.28195,-0.50431,-0.55922,-0.17625,-0.35832,-0.65545,-0.63746,0.1754,1.0262,0.95643,0.27563
cat-2_e1112_on_food,0.12037,3.166,0.33637,0.12828,2.8029,0.38877,0.50254,-0.45906,-0.97856,0.26831,-1.3562,0.41658,-0.41659,-0.089755,-0.09326,1.0535,0.1899,-0.2003,-0.17259,-0.3149,-0.24191,0.39082,0.25738,0.097065,0.17892,0.06709,-0.31793,0.93081,0.4656,0.34767,1.4678,0.6141,0.33526,0.064,-0.043325,-0.11858,0.32338,0.36817,0.40834,0.68374,0.71534,0.72762,-0.37889,-0.34973,-0.25733,-0.15829,-0.15494,-0.17421,-0.45665,-0.85957,-1.114,0.0014713,0.24522,0.5558,0.39526
cat-2_e1112_on_food,0.076628,1.7279,0.18791,0.082173,1.6835,0.21121,0.30136,-0.0093038,-0.25569,0.11826,-0.22271,0.51725,0.4876,0.42123,-0.11314,-0.57355,0.55415,0.3137,-0.24455,-0.49743,-0.13244,0.42836,0.32114,0.17963,0.19423,0.20986,-0.061157,0.54916,0.26964,0.50985,0.5826,0.41219,0.12641,-0.13478,-0.12437,-0.13205,-0.036864,-0.17384,0.34585,0.55546,0.5727,0.61096,-0.51806,-0.47428,-0.14248,-0.15321,-0.27056,-0.020192,-0.50581,-0.92762,-1.1935,0.14158,1.0068,0.76122,0.39635
cat-2_e1112_on_food,0.10959,-0.34772,-0.13831,0.11014,-0.27797,-0.15019,0.54749,1.069,-0.022768,0.44233,-0.088006,0.16578,0.83701,0.14263,-0.2032,0.86792,0.67168,0.15143,-0.054279,0.052899,-0.1995,-0.29402,-0.11227,0.23253,-0.64136,-0.77651,0.15464,0.39377,0.74988,0.18809,-0.77191,-1.3074,-0.24794,0.16116,0.059899,-0.09816,-0.26667,-0.107,-0.29872,0.25153,0.20456,0.15269,-0.18948,-0.061435,-0.26091,-0.11115,0.10323,-0.17517,-0.25999,-0.5874,-0.95518,1.4315,1.2128,0.64226,-0.32268
cat-2_e1112_on_food,0.10114,0.64887,0.11889,0.10486,0.8688,0.13388,0.34515,0.032357,0.018195,-0.15856,0.33392,0.44996,0.53642,-0.0088262,-0.29742,0.12594,-0.4424,-0.33259,-0.17259,-0.29711,-0.34143,0.49885,0.3427,0.20211,0.52334,0.1315,-0.01833,0.54459,0.8387,1.0356,1.4887,0.77628,0.35771,1.3879,0.982,0.064076,0.09954,0.012183,0.11442,0.57141,0.62027,0.62689,-0.42734,-0.32443,-0.37724,-0.37508,-0.28968,-0.31062,-0.45665,-0.72349,-1.0346,0.47619,1.3912,1.09,-0.055205
cat-2_e1112_on_food,-0.37324,-2.8385,0.46359,-0.45657,-3.2755,0.50964,0.2498,-0.48551,-0.64389,0.042559,-0.7487,0.28222,-0.39629,-0.1356,-0.18231,0.46512,0.22292,-0.20231,-0.14301,-0.50296,-0.21919,0.32279,0.33868,0.1487,-0.025851,0.2475,-0.19476,0.56863,0.2409,0.44779,1.6945,0.81163,0.42771,-0.87249,-0.62921,-0.2232,-0.16387,-0.36387,0.15996,0.48929,0.41701,0.41027,-0.39006,-0.47253,-0.19533,-0.36183,-0.48356,-0.16462,-0.45665,-0.72349,-0.87575,-1.7947,-1.1539,0.0861,0.74388
cat-2_e1112_on_food,-0.15693,0.36049,0.077375,-0.19632,0.46741,0.10599,0.3195,0.18324,0.36404,0.17903,0.15422,0.60694,0.096597,0.58639,0.02336,-0.45518,-0.067272,-0.18366,0.022583,-0.036881,0.2738,0.2506,0.26761,0.18304,-0.27154,0.0415,0.1022,0.089167,0.53193,0.60143,0.88326,0.38684,0.020442,-0.86329,-0.70453,-0.23587,0.05309,0.12127,0.70326,0.65164,0.7201,0.78317,-0.129,-0.10387,0.24824,-0.071523,-0.031587,0.14675,-0.55498,-0.85957,-1.114,0.66464,1.225,0.95643,-0.85313
cat-2_e1112_on_food,0.052535,-0.085955,-0.044804,0.054164,0.034765,-0.041289,0.3103,0.42473,0.61021,-0.39066,0.70478,0.39102,0.79709,1.4031,0.47794,0.57064,0.6077,0.39163,0.11396,0.22827,0.23514,0.60928,0.3558,0.21831,0.82314,0.27906,0.3421,0.39599,0.36181,0.78128,0.21828,0.75305,0.57988,0.85104,0.5907,-0.011839,-0.076188,0.17862,0.50048,0.31383,0.26319,0.26645,-0.039435,0.15239,0.17083,0.10604,0.35561,0.19352,-0.50581,-0.99566,-1.2729,0.68295,0.93735,0.89121,0.3089
cat-2_e1112_on_food,0.0013049,-0.59033,-0.020956,-0.0099912,-0.64185,-0.032105,-0.3123,0.25385,1.3123,0.027856,0.86459,0.72435,-0.70134,0.22079,0.015289,-1.0232,-0.44839,-0.061174,0.0087166,0.18577,0.18538,0.53746,0.41038,0.46129,0.44561,0.51339,1.0609,-0.38143,-0.12247,0.61725,0.54304,0.7061,0.19845,0.70112,0.42453,-0.036511,0.083577,0.35956,0.53065,0.54077,0.58575,0.68486,-0.091551,0.042108,0.094686,-0.10147,0.11244,0.016535,-0.11249,-0.24719,-0.4786,-1.1902,-0.689,0.059023,0.69819
cat-2_e1112_on_food,-0.012219,0.57999,0.091601,-0.015849,0.70596,0.11554,0.13145,-0.11633,-0.21082,-0.27937,-0.045562,0.2079,-0.15303,-0.0088262,-0.17645,-0.14409,-0.17105,-0.0117,-0.16569,-0.060359,0.10314,0.15283,0.24613,0.15804,-0.20128,-0.046153,-0.07876,0.2303,0.37379,0.10273,-0.3062,0.63582,0.41802,0.52843,0.34338,-0.047068,-0.1053,0.22887,0.43387,0.27588,0.26917,0.26231,-0.30558,-0.074097,0.039897,-0.36147,0.027317,-0.017035,-0.35832,-0.5874,-0.87575,0.68295,0.71525,0.57401,0.11373
cat-2_e1112_on_food,0.070476,0.54789,0.12192,0.083752,0.59457,0.14354,1.2573,0.95016,0.63651,0.74985,0.36343,0.93718,-0.18645,-0.32654,-0.087621,1.4011,0.45289,-0.18366,0.014954,-0.25518,-0.32077,0.27663,0.26659,0.21131,-0.31298,0.074183,-0.1481,1.1888,1.0519,1.6451,-0.098638,-0.014895,-0.020752,0,0,0,0.36378,0.29193,0.36892,1.0536,1.2751,1.4715,-0.25413,-0.31394,-0.35828,-0.053169,-0.24888,-0.21917,-0.50581,-0.85957,-1.2729,1.1223,1.2806,0.88649,0.11631
cat-2_e1112_on_food,0.082605,-0.26249,-0.12059,0.088756,-0.22216,-0.12109,1.3888,1.8834,0.75975,0.69,0.59553,0.83038,0.096597,0.49948,-0.087621,0.86792,-0.0073616,-0.18366,0.022583,-0.20135,-0.22941,0.23241,0.02795,0.23814,-0.12978,-0.47878,-0.057162,1.0532,1.306,1.3781,-0.77191,-0.39545,0.17827,1.1339,0.80417,0.043898,0.42388,0.19441,0.37618,0.89767,1.0791,1.2589,-0.129,-0.20558,-0.26091,0.13338,-0.18902,-0.14565,-0.55498,-0.99566,-1.3523,1.756,2.1376,1.4906,-0.76041
cat-2_e1112_on_food,0.062578,-0.11997,-0.034037,0.073828,-0.010862,-0.047163,0.25874,0.65707,0.43327,-0.35765,0.71569,0.52611,0.74158,-0.089755,-0.29742,-0.14409,-0.49819,-0.40097,-0.083792,-0.43525,-0.48962,0.49449,0.38538,0.39483,0.4167,0.31661,0.57396,0.13098,0.36529,0.71784,0.80046,1.0753,0.42029,-0.73528,-0.60875,-0.21972,0.041256,-0.16117,-0.16694,0.39749,0.37255,0.34161,-0.39332,-0.47791,-0.51212,-0.19796,-0.43856,-0.35086,-0.40748,-0.79153,-1.114,-0.20337,-0.093201,0.25533,-0.49356
cat-2_e1112_on_food,0.084738,0.13225,0.046945,0.090722,0.28591,0.06166,0.97001,1.2293,-0.29849,-0.073433,-0.26138,0.26031,0.56717,0.06765,-0.15078,0.82663,-0.12449,-0.46166,-0.50638,-0.6978,-0.53984,-0.35338,-0.41847,0.053466,-0.7419,-1.2321,-0.51532,1.6644,2.1596,2.8867,-0.77191,-0.61814,0.13358,0.22931,0.10628,-0.089186,-0.21551,-0.22984,-0.074226,0.7127,0.75483,0.77838,-0.82137,-0.67823,-0.57806,-0.54805,-0.42946,-0.30398,-0.35832,-0.79153,-1.1935,2.2432,1.8106,1.0733,-0.22992
cat-2_e1112_on_food,0.064148,-0.59033,-0.13219,0.044549,-0.81571,-0.11784,1.7041,1.1942,0.32051,-0.38658,0.055149,0.40128,0.38714,0.45855,0.078453,1.2298,0.78909,0.22232,0.24588,-0.022276,-0.28981,-0.11452,0.032269,-0.062852,-0.71801,-0.69869,-0.94642,1.8562,2.4195,2.4284,-0.77191,0.63323,0.41086,1.1057,0.811,0.033054,0.65333,0.48508,0.30542,0.73056,0.82294,0.92071,0.07227,-0.078508,-0.31415,0.39164,0.064843,-0.13759,-0.65331,-1.1317,-1.5906,-1.2942,-1.3059,-0.57324,-0.65066
cat-2_e1112_on_food,0.062842,-0.2599,-0.054709,0.063381,-0.29141,-0.041798,0.66591,0.68346,0.48151,-0.10878,0.60456,0.51422,0.096597,-0.23046,-0.2629,1.4011,0.61763,-0.18366,0.075641,-0.30278,-0.32464,0.33945,0.35139,0.24131,0.17184,0.30809,0.061017,0.6183,0.84763,0.99504,0.36342,0.84222,0.43609,-0.048172,-0.094712,-0.1264,0.22091,-0.026107,0.07611,0.68835,0.77889,0.8886,-0.18114,-0.31275,-0.34316,0.1002,-0.22201,-0.20447,-0.40748,-0.79153,-1.114,2.4954,2.4051,1.7474,-0.66637
cat-2_e1112_on_food,0.056091,0.1819,0.0022558,0.062676,0.29428,0.0020529,0.60086,0.27552,-0.26852,-0.21244,-0.31386,0.2603,-0.15303,-0.76945,-0.31517,0.78452,-0.013829,-0.40097,-0.17259,-0.3149,-0.48962,0.15522,0.06719,0.11016,-0.19527,-0.41763,-0.31686,0.71815,0.59755,0.46445,0.2422,0.29271,0.089422,-0.93107,-0.73138,-0.23897,0.026685,0.12259,-0.11376,0.46246,0.44566,0.47482,-0.37889,-0.33545,-0.49732,-0.33352,-0.20416,-0.36725,-0.45665,-0.85957,-1.114,1.5999,1.4408,0.95643,-0.44667
cat-2_e1112_on_food,0.051713,0.24114,0.049898,0.057922,0.29447,0.071744,0.8485,0.7516,1.0019,0.096161,0.53188,0.65439,1.1985,0.58639,-0.2032,-0.63787,-0.18885,-0.27792,0.014954,-0.34396,-0.41873,0.24794,0.36521,0.12687,-0.16081,0.25474,-0.38686,1.004,0.89012,0.98696,1.0859,1.0357,0.48001,0,0,0,0.11886,-0.081514,0.0034272,0.80011,0.91232,0.97183,-0.2641,-0.38127,-0.42689,-0.11561,-0.33495,-0.27679,-0.45665,-0.79153,-1.114,2.019,1.8554,1.3571,-0.55243
cat-2_e1112_on_food,0.083298,-0.26802,-0.098358,0.092197,-0.30003,-0.10087,0.43649,0.98094,0.40662,-0.10371,0.73186,0.71996,0.4876,0.06765,-0.28682,0.70052,-0.065129,-0.28701,-0.080881,-0.49044,-0.58896,0.32459,0.39024,0.42276,0.029148,0.34182,0.7932,0.20996,0.44183,0.79139,0.31561,0.71743,0.47544,-0.47196,-0.43608,-0.1881,-0.07057,-0.26607,-0.5049,0.56388,0.59372,0.632,-0.34101,-0.47951,-0.62118,-0.18664,-0.39037,-0.47036,-0.45665,-0.92762,-1.4318,1.1223,0.90958,0.5558,-0.28718
cat-2_e1112_on_food,0.099565,0.050538,-0.017563,0.10388,0.2255,-0.018515,0.57814,0.39738,-0.032441,-0.13546,0.58795,0.15678,0.24557,0.15064,-0.01248,0.12594,0.1899,-0.057834,-0.22114,0.37181,0.26271,0.33815,0.18671,0.027027,-0.044402,-0.099673,-0.41434,0.55998,1.0051,1.0651,0.96155,0.86558,0.33864,-0.52597,-0.45871,-0.1907,-0.20983,0.85315,0.81403,0.38744,0.35969,0.36575,-0.42813,0.24761,0.23088,-0.52231,0.56699,0.15008,-0.40748,-0.24719,-0.39916,1.0095,2.3671,2.0159,-0.30634
cat-2_e1112_on_food,0.061849,0.74737,0.099326,0.063756,0.94826,0.12321,0.68301,0.68892,0.24037,0.28054,0.11974,0.59028,0.83701,0.84203,0.1127,1.1123,1.0899,0.56364,0.022583,-0.023957,0.058701,0.031136,0.18607,0.19355,-0.31564,-0.13833,-0.06569,0.82052,0.88669,0.8803,-0.77191,0.17613,0.24111,-1.2108,-0.97864,-0.28255,0.21637,0.26866,0.44679,0.68835,0.76996,0.8664,-0.129,-0.11271,0.043756,0.10837,0.10143,0.0056794,-0.60414,-0.99566,-1.2729,0.64474,1.0643,1.3771,0.3062
cat-2_e1112_on_food,0.0022079,2.7541,0.31572,-0.0058615,2.6148,0.38261,0.60357,-0.49951,-1.0544,-0.033513,-1.3905,0.02662,0.4876,-0.39724,-0.36786,0.82663,-0.12449,-0.44174,-0.30852,-0.74935,-0.75882,0.35247,0.19236,0.080113,0.096275,-0.11982,-0.41748,0.95019,0.45977,0.30725,1.0374,0.57293,0.34627,0.41957,0.28924,-0.05957,-0.36269,-0.64927,-0.82075,0.44484,0.40509,0.34716,-0.62837,-0.69802,-0.76911,-0.49398,-0.6617,-0.57187,-0.40748,-0.79153,-1.114,1.9838,1.9996,1.3477,0.15817
cat-2_e1112_on_food,0.089712,0.086959,0.11003,0.10055,0.26567,0.12083,0.69208,0.55348,0.73284,0.71622,0.62678,0.85128,0.24557,-0.089755,-0.27979,0.8396,-0.013829,-0.40097,-0.077033,-0.29711,-0.34818,0.58837,0.375,0.26564,0.693,0.47502,0.29799,0.62644,0.18324,0.13141,-0.29073,0.069597,-0.11762,0.60973,0.40193,-0.039809,0.4522,0.35992,0.5553,0.87409,0.99976,1.1338,-0.32264,-0.34368,-0.40902,-0.18443,-0.32465,-0.22371,-0.50581,-0.92762,-1.114,1.4805,1.6037,1.321,0.615
cat-2_e1112_on_food,0.094636,-0.091461,0.076336,0.11522,-0.070628,0.094858,-0.43628,-0.38209,-0.35993,-0.8296,-0.62221,-0.010943,0.69484,-0.12444,-0.34809,0.72086,-0.27108,-0.35918,0.0015552,-0.41069,-0.66015,0.19356,0.36544,0.44771,-0.19241,0.10007,0.97824,0.024517,0.21657,-0.17522,-0.21716,-0.2224,0.10132,-0.41715,-0.37481,-0.17612,-0.31024,-0.59994,-0.87065,0.090494,-0.017487,-0.07702,-0.24376,-0.49652,-0.68279,-0.19196,-0.45963,-0.50607,-0.11249,-0.38328,-0.71689,1.1223,1.3371,0.5558,-0.16683
cat-2_e1112_on_food,0.060834,0.47228,0.092672,0.071865,0.57845,0.11131,-0.39307,-0.26632,0.3756,-0.069181,0.59507,0.57393,0.53642,0.22922,-0.028453,-0.074667,0.1899,-0.0117,0.30542,0.26178,-0.032725,0.50822,0.42562,0.27226,0.16286,0.50744,0.37479,-0.25073,-0.16176,-0.13689,0.89416,0.82045,0.53557,-0.71466,-0.53565,-0.20462,0.25686,0.63543,0.58141,0.39519,0.34039,0.31929,0.15245,0.1545,-0.048239,0.10811,0.39273,0.030997,-0.45665,-0.45132,-0.39916,-0.97763,-0.56908,0.67599,-0.012001
cat-2_e1112_on_food,0.088569,-0.12116,0.016215,0.10398,-0.039463,0.021176,-0.35033,-0.66337,-0.34245,-0.46849,0.55861,0.19411,-0.50955,-0.42204,-0.09326,1.3079,0.33861,-0.1521,-0.17259,-0.15713,-0.34143,0.63844,0.41592,0.25226,0.72106,0.68998,0.28734,-0.12558,-0.15285,-0.0031021,1.9935,1.0755,0.57407,-0.68667,-0.58049,-0.21095,-0.24467,-0.00019885,-0.17467,0.1874,0.096445,0.058145,-0.36091,-0.21378,-0.3501,-0.31363,-0.11033,-0.24998,-0.30915,0.16106,0.23629,-1.1694,-0.42792,-0.012361,-0.42857
cat-2_e1112_on_food,-0.22792,0.42252,0.1204,-0.25975,0.58825,0.13336,-0.96549,-0.71678,0.67484,-0.10906,0.69505,0.44959,0.52466,0.75764,0.1823,-0.54518,0.67168,0.34741,0.27493,0.5614,0.50542,0.58953,0.4568,0.26232,0.73336,0.82098,0.58649,-0.72576,-0.68535,-0.67253,1.476,1.075,0.65237,-0.30474,-0.30339,-0.16024,-0.22472,0.15009,0.35438,0.18977,0.090667,0.05525,0.13079,0.47584,0.45029,0.14977,0.46652,0.22568,-0.40748,-0.65545,-0.95518,0.40204,1.374,1.268,0.17345
cat-2_e1112_on_food,0.23176,-0.59033,-0.32371,0.29283,-0.64185,-0.3933,0.14351,-0.6285,-0.85518,0.16023,-1.2587,0.50961,0.84961,-0.22885,-0.38139,-0.055438,0.30312,-0.071461,-0.32165,-0.79288,-0.65152,0.44481,0.38175,0.2574,0.28542,0.45274,0.09682,0.60946,0.14195,0.056909,1.6709,0.83175,0.43177,-0.11153,-0.062144,-0.12455,-0.19219,-0.44753,-0.39359,0.59555,0.59397,0.5832,-0.73788,-0.78615,-0.68788,-0.62677,-0.73189,-0.49803,-0.16166,-0.45132,-0.71689,1.5218,1.9146,0.89919,0.68793
cat-2_e1112_on_food,0.075726,0.2906,0.0042735,0.092497,0.35974,-0.0067527,-0.26191,-0.26687,0.0068826,-0.40517,0.69679,0.46982,-1.1764,-0.96233,-0.19683,0.95726,0.068804,-0.28644,-0.41094,-0.51664,-0.27088,0.57273,0.44675,0.40136,0.66087,0.6081,0.94577,-0.22275,-0.13352,0.099555,0.67666,0.76522,0.43584,-0.81897,-0.68197,-0.2302,-0.35522,-0.40804,-0.085119,0.38725,0.35121,0.33214,-0.71001,-0.55223,-0.30408,-0.58577,-0.46029,-0.22812,-0.40748,-0.72349,-1.114,0.53388,0.74833,0.65809,0.40858
cat-2_e1112_on_food,0.047415,1.5419,0.28803,0.048388,1.601,0.34738,0.92632,0.16805,0.013988,0.27383,-0.95583,0.46781,0.60496,0.49948,-0.2032,0.11503,-0.0073616,-0.11022,-0.038804,-0.20135,-0.27859,0.24542,0.23862,0.087452,-0.11152,-0.044784,-0.33243,1.0723,0.80207,0.85175,1.3336,0.82604,0.49326,0,0,0,0.056492,0.19109,0.10103,0.80381,0.89683,0.9615,-0.25694,-0.23006,-0.329,-0.20204,-0.09811,-0.22688,-0.55498,-0.92762,-1.2729,0.90695,1.3554,1.5118,0.22317
cat-2_e1112_on_food,0.06118,0.5323,0.12358,0.074674,0.71906,0.16255,0.57186,0.10449,0.14487,-0.1302,0.39716,0.43774,-0.067626,-0.58505,-0.38139,-0.59983,-0.29356,-0.25652,-0.31416,-0.6561,-0.35,0.4575,0.37261,0.24056,0.38078,0.24581,0.12853,0.64887,0.54603,0.60953,1.4204,0.91557,0.21243,-0.20594,-0.21906,-0.14881,-0.072026,-0.23064,0.065385,0.529,0.53301,0.54003,-0.60509,-0.61808,-0.39192,-0.40418,-0.48618,-0.24019,-0.16166,-0.45132,-0.71689,0.13865,-0.037815,-0.24545,0.049878
